mode,policy,n_workers,pfs_bw_mbps,mean_stall_s,std_stall_s,mean_migration_s,std_migration_s,mean_throughput_mbps,std_throughput_mbps,jain_fairness,total_timeout_count,concurrent_jobs
orchestrated,active-fair-share,4,500.0,4.72312533858288,0.053100032158547625,41.02201367333328,3.4049631339945416,126.99712771944219,13.380591364859391,0.9917429822596922,0,377
orchestrated,age-priority,4,500.0,4.73273023833311,0.05603955156463575,45.40307873624988,0.057447338915456655,112.77750432642553,0.14105844000208953,0.9999988266868249,0,377
orchestrated,epoch-priority,4,500.0,4.668500519083864,0.045371083838695425,43.54083259833351,1.5913814477196404,117.9742970325097,4.835668864593089,0.9987415015897154,0,377
orchestrated,uniform-fair-share,4,500.0,4.724539023500256,0.10942219574599506,46.06935427616645,0.058943118057535694,111.13813297983864,0.14318164554860024,0.9999987551723452,0,377
